Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2022,Fall,2022-fa,CS,241,System Programming,LEC,6,30,25,23,6,16,13,9,18,0,14,5,4,5,174,"Mbeki-Sandoval, Thomas"
2022,Spring,2022-sp,CS,241,System Programming,LCD,10,45,40,24,35,20,0,5,22,7,6,3,16,3,236,"Mbeki-Sandoval, Thomas"
2023,Fall,2023-fa,CS,241,System Programming,DIS,9,5,4,2,1,4,2,1,1,4,0,1,2,1,37,"Sidibe, D"
2023,Fall,2023-fa,CS,241,System Programming,LEC,44,14,24,13,11,8,9,14,17,2,6,5,7,6,180,"Sidibe, Dan"
2023,Spring,2023-sp,CS,241,System Programming,LEC,11,23,15,6,11,9,2,1,13,5,1,10,5,0,112,"Mbeki-Sandoval, Thomas"
2023,Spring,2023-sp,CS,241,System Programming,LEC,60,26,33,18,22,22,6,6,19,7,12,0,0,2,233,"Sidibe, D"
2020,Spring,2020-sp,CS,357,Numerical Methods I,LCD,0,20,31,10,10,10,11,2,0,1,0,0,4,1,100,"Delacroix-Moreau, Oriol"
2021,Spring,2021-sp,CS,357,Numerical Methods I,LCD,5,61,85,35,19,26,9,4,13,0,0,12,5,12,286,"Delacroix-Moreau, Oriol"
2022,Fall,2022-fa,CS,357,Numerical Methods I,LCD,7,36,42,20,5,22,21,8,8,6,0,0,7,4,186,"Delacroix-Moreau, Oriol"
2022,Spring,2022-sp,CS,357,Numerical Methods I,LEC,4,29,34,5,1,14,10,7,5,0,4,2,4,1,120,"Delacroix-Moreau, Oriol"
2023,Fall,2023-fa,CS,357,Numerical Methods I,LCD,0,35,50,21,17,7,0,5,4,0,2,0,8,2,151,"Delacroix-Moreau, Oriol"
2023,Spring,2023-sp,CS,357,Numerical Methods I,LEC,7,36,40,12,6,17,11,9,0,3,0,10,0,2,153,"Delacroix-Moreau, O"
2024,Spring,2024-sp,CS,357,Numerical Methods I,DIS,0,11,19,9,5,7,1,0,2,6,3,0,1,1,65,"Yamaguchi, N"
2024,Spring,2024-sp,CS,357,Numerical Methods I,LEC,0,35,77,15,15,27,15,0,7,6,10,0,4,9,220,"Delacroix-Moreau, O"
2025,Spring,2025-sp,CS,357,Numerical Methods I,LEC,19,37,34,13,16,12,3,10,7,10,0,11,0,3,175,"Delacroix-Moreau, Oriol"
2020,Fall,2020-fa,CS,374,Intro to Algs & Models of Comp,LEC,15,21,20,30,23,15,24,23,20,17,0,20,1,7,236,"Petrakis, Jun-Seo"
2020,Fall,2020-fa,CS,374,Intro to Algs & Models of Comp,LEC,24,25,29,29,27,33,10,21,4,14,21,0,17,7,261,"Rosenqvist, Ravi"
2020,Spring,2020-sp,CS,374,Intro to Algs & Models of Comp,LEC,0,10,8,11,6,7,5,0,6,6,0,5,0,3,67,"Petrakis, J"
2021,Fall,2021-fa,CS,374,Intro to Algs & Models of Comp,DIS,2,12,13,7,12,11,12,2,1,1,1,1,0,0,75,"Petrakis, J"
2021,Fall,2021-fa,CS,374,Intro to Algs & Models of Comp,LEC,4,43,38,60,57,24,18,31,8,15,11,0,3,4,316,"Petrakis, Jun-Seo"
2021,Fall,2021-fa,CS,374,Intro to Algs & Models of Comp,LEC,25,41,26,15,38,12,25,18,4,3,0,24,17,6,254,"Rosenqvist, Ravi"
2021,Spring,2021-sp,CS,374,Intro to Algs & Models of Comp,ONL,13,36,15,56,56,32,31,28,10,0,22,0,4,8,311,"Mbeki-Sandoval, Thomas"
2021,Spring,2021-sp,CS,374,Intro to Algs & Models of Comp,ONL,16,50,40,38,51,40,17,34,30,12,8,0,19,8,363,"Rosenqvist, R"
2022,Fall,2022-fa,CS,374,Intro to Algs & Models of Comp,LEC,24,30,53,37,32,4,27,30,4,19,10,5,9,4,288,"Mbeki-Sandoval, Thomas"
2022,Spring,2022-sp,CS,374,Intro to Algs & Models of Comp,LCD,12,55,35,29,29,28,31,17,13,14,1,0,0,10,274,"Rosenqvist, Ravi"
2022,Spring,2022-sp,CS,374,Intro to Algs & Models of Comp,LEC,21,58,49,55,64,25,25,32,24,24,11,5,7,9,409,"Petrakis, Jun-Seo"
2023,Fall,2023-fa,CS,374,Intro to Algs & Models of Comp,LEC,16,30,18,27,26,30,33,18,17,8,17,3,0,5,248,"Rosenqvist, Ravi"
2023,Spring,2023-sp,CS,374,Intro to Algs & Models of Comp,LEC,7,58,24,39,48,31,24,37,13,5,4,21,4,2,317,"Mbeki-Sandoval, Thomas"
2023,Spring,2023-sp,CS,374,Intro to Algs & Models of Comp,LEC,13,42,21,52,31,32,13,16,30,19,14,0,1,7,291,"Petrakis, Jun-Seo"
2024,Fall,2024-fa,CS,374,Intro to Algs & Models of Comp,LCD,16,18,43,34,40,27,26,28,18,10,0,21,3,6,290,"Petrakis, Jun-Seo"
2024,Fall,2024-fa,CS,374,Intro to Algs & Models of Comp,LEC,23,31,52,20,39,12,9,25,41,32,0,1,14,14,313,"Rosenqvist, Ravi"
2024,Spring,2024-sp,CS,374,Intro to Algs & Models of Comp,DIS,9,11,1,13,10,8,18,7,5,8,0,1,0,3,94,"Petrakis, J"
2024,Spring,2024-sp,CS,374,Intro to Algs & Models of Comp,LEC,4,33,38,30,32,22,37,23,16,7,1,0,9,6,258,"Petrakis, J"
2025,Spring,2025-sp,CS,374,Intro to Algs & Models of Comp,LEC,20,56,18,32,43,24,12,22,24,2,8,20,0,4,285,"Rosenqvist, Ravi"
2020,Spring,2020-sp,CS,411,Database Systems,LEC,0,62,45,12,24,16,13,5,4,0,8,0,0,4,193,"Delacroix-Moreau, Oriol"
2021,Spring,2021-sp,CS,411,Database Systems,DIS,1,15,11,4,5,5,2,0,2,0,0,1,0,2,48,"Yamaguchi, N"
2021,Spring,2021-sp,CS,411,Database Systems,LEC,21,38,54,23,20,17,0,10,0,0,7,5,6,7,208,"Delacroix-Moreau, Oriol"
2022,Spring,2022-sp,CS,411,Database Systems,LEC,14,43,52,12,14,8,3,5,3,4,0,0,0,4,162,"Delacroix-Moreau, Oriol"
2023,Fall,2023-fa,CS,411,Database Systems,LEC,22,63,93,24,13,7,13,1,4,4,2,0,0,6,252,"Delacroix-Moreau, O"
2024,Spring,2024-sp,CS,411,Database Systems,LEC,6,45,58,19,18,4,14,7,7,8,0,5,0,5,196,"Delacroix-Moreau, Oriol"
2025,Fall,2025-fa,CS,411,Database Systems,LEC,18,69,87,37,16,2,4,10,5,0,10,0,2,11,271,"Delacroix-Moreau, Oriol"
2020,Fall,2020-fa,CS,412,Introduction to Data Mining,DIS,4,10,6,3,3,5,2,0,0,0,2,3,0,0,38,"Thorvaldsen, J"
2020,Fall,2020-fa,CS,412,Introduction to Data Mining,LEC,24,40,29,10,9,4,0,5,1,0,0,0,2,0,124,"Thorvaldsen, Jonathan"
2021,Fall,2021-fa,CS,412,Introduction to Data Mining,LCD,47,49,24,20,20,11,14,0,0,0,0,1,7,6,199,"Rosenqvist, R"
2021,Spring,2021-sp,CS,412,Introduction to Data Mining,LCD,25,38,21,10,8,10,2,0,2,3,0,0,1,9,129,"Thorvaldsen, Jonathan"
2021,Spring,2021-sp,CS,412,Introduction to Data Mining,LEC,35,36,15,17,13,0,3,0,0,0,2,15,0,4,140,"Rosenqvist, R"
2022,Fall,2022-fa,CS,412,Introduction to Data Mining,DIS,7,9,9,8,7,1,0,1,0,0,0,0,6,3,51,"Thorvaldsen, J"
2022,Fall,2022-fa,CS,412,Introduction to Data Mining,LEC,32,39,25,21,12,9,10,0,0,2,0,2,1,2,155,"Thorvaldsen, Jonathan"
2022,Spring,2022-sp,CS,412,Introduction to Data Mining,LEC,32,44,19,4,8,7,14,5,3,0,4,4,0,3,147,"Rosenqvist, R"
2023,Fall,2023-fa,CS,412,Introduction to Data Mining,DIS,6,7,10,6,1,1,0,1,0,0,0,1,1,0,34,"Thorvaldsen, J"
2023,Fall,2023-fa,CS,412,Introduction to Data Mining,LEC,41,49,27,28,18,5,0,1,2,0,17,6,4,9,207,"Thorvaldsen, Jonathan"
2023,Spring,2023-sp,CS,412,Introduction to Data Mining,LEC,34,49,31,18,16,1,2,3,0,3,0,0,6,4,167,"Rosenqvist, R"
2023,Spring,2023-sp,CS,412,Introduction to Data Mining,LEC,24,28,23,9,7,5,14,2,1,0,0,3,0,4,120,"Thorvaldsen, J"
2024,Fall,2024-fa,CS,412,Introduction to Data Mining,LEC,26,34,13,2,9,12,4,0,0,0,0,0,0,8,108,"Thorvaldsen, Jonathan"
2024,Spring,2024-sp,CS,412,Introduction to Data Mining,LEC,24,27,29,16,2,5,4,4,0,8,0,8,5,2,134,"Rosenqvist, R"
2020,Spring,2020-sp,CS,421,Progrmg Languages & Compilers,LCD,26,33,15,19,11,5,0,11,1,0,1,0,13,5,140,"Rowan-Achebe, Amara"
2021,Fall,2021-fa,CS,421,Progrmg Languages & Compilers,LCD,38,25,11,4,14,1,0,11,2,0,0,2,7,6,121,"Rosenqvist, R"
2021,Spring,2021-sp,CS,421,Progrmg Languages & Compilers,LEC,18,26,16,6,4,1,0,0,0,1,5,4,9,6,96,"Rowan-Achebe, A"
2022,Fall,2022-fa,CS,421,Progrmg Languages & Compilers,LEC,19,54,13,4,9,17,15,9,4,1,5,0,0,2,152,"Rowan-Achebe, A"
2022,Fall,2022-fa,CS,421,Progrmg Languages & Compilers,ONL,35,17,4,8,8,0,4,1,1,0,0,0,0,1,79,"Rosenqvist, R"
2022,Spring,2022-sp,CS,421,Progrmg Languages & Compilers,LCD,13,34,10,7,6,1,5,4,4,6,1,0,0,1,92,"Rowan-Achebe, Amara"
2023,Spring,2023-sp,CS,421,Progrmg Languages & Compilers,DIS,6,17,5,0,2,2,0,4,0,0,2,2,5,1,46,"Yamaguchi, N"
2023,Spring,2023-sp,CS,421,Progrmg Languages & Compilers,LCD,47,30,5,8,6,1,9,7,0,0,0,4,1,2,120,"Rosenqvist, R"
2023,Spring,2023-sp,CS,421,Progrmg Languages & Compilers,LEC,12,45,16,8,1,6,6,5,2,2,0,0,0,3,106,"Rowan-Achebe, A"
2024,Fall,2024-fa,CS,421,Progrmg Languages & Compilers,LCD,28,24,5,0,13,7,8,3,8,0,2,0,4,3,105,"Rosenqvist, R"
2020,Spring,2020-sp,CS,425,Distributed Systems,LEC,3,29,32,37,29,17,9,0,0,2,0,13,1,7,179,"Pakhomov, Bob"
2021,Fall,2021-fa,CS,425,Distributed Systems,LEC,5,9,30,24,27,25,15,0,0,1,15,8,0,8,167,"Agyeman, Alejandro"
2021,Fall,2021-fa,CS,425,Distributed Systems,LEC,4,19,17,5,7,0,2,5,0,0,0,0,0,3,62,"Rosenqvist, R"
2021,Spring,2021-sp,CS,425,Distributed Systems,LEC,13,28,43,29,25,17,5,0,0,5,0,0,0,3,168,"Pakhomov, Robert"
2021,Spring,2021-sp,CS,425,Distributed Systems,LEC,14,31,34,31,19,14,2,2,0,0,0,4,0,7,158,"Rosenqvist, R"
2021,Spring,2021-sp,CS,425,Distributed Systems,ONL,14,10,33,31,25,12,2,16,0,0,3,1,8,3,158,"Agyeman, A"
2022,Fall,2022-fa,CS,425,Distributed Systems,DIS,2,11,5,13,2,2,1,0,0,0,2,0,2,0,40,"Pakhomov, R"
2022,Fall,2022-fa,CS,425,Distributed Systems,DIS,5,11,6,4,6,4,1,0,0,0,0,1,0,2,40,"Rosenqvist, R"
2022,Fall,2022-fa,CS,425,Distributed Systems,LCD,5,23,42,31,23,14,6,0,7,1,3,0,4,5,164,"Agyeman, Alejandro"
2022,Fall,2022-fa,CS,425,Distributed Systems,LEC,0,19,41,42,33,15,2,3,2,0,0,0,0,5,162,"Pakhomov, Robert"
2022,Fall,2022-fa,CS,425,Distributed Systems,LEC,16,25,22,18,11,11,7,2,0,0,4,0,7,1,124,"Rosenqvist, R"
2022,Spring,2022-sp,CS,425,Distributed Systems,DIS,0,8,10,7,4,6,3,1,2,1,0,0,0,0,42,"Yamaguchi, N"
2022,Spring,2022-sp,CS,425,Distributed Systems,LEC,7,7,19,30,22,6,2,0,7,0,0,0,0,4,104,"Agyeman, Alejandro"
2022,Spring,2022-sp,CS,425,Distributed Systems,LEC,3,6,9,16,10,1,6,6,1,0,3,0,3,3,67,"Pakhomov, Robert"
2023,Fall,2023-fa,CS,425,Distributed Systems,LEC,4,18,36,42,21,15,4,6,0,0,1,0,1,5,153,"Agyeman, Alejandro"
2023,Spring,2023-sp,CS,425,Distributed Systems,LCD,0,28,59,56,38,28,11,7,0,0,0,3,0,3,233,"Agyeman, Alejandro"
2023,Spring,2023-sp,CS,425,Distributed Systems,ONL,16,29,34,30,15,6,5,1,0,0,8,3,1,5,153,"Rosenqvist, R"
2024,Spring,2024-sp,CS,425,Distributed Systems,LEC,4,20,38,26,22,24,9,10,1,0,0,1,6,2,163,"Agyeman, Alejandro"
2024,Spring,2024-sp,CS,425,Distributed Systems,LEC,15,18,30,24,22,14,6,4,0,0,3,0,1,8,145,"Rosenqvist, R"
2020,Fall,2020-fa,CS,440,Artificial Intelligence,DIS,6,27,13,7,9,12,0,0,0,0,3,0,4,0,81,"Adeyemi-Park, E"
2020,Fall,2020-fa,CS,440,Artificial Intelligence,LEC,10,50,50,16,20,21,25,9,0,0,0,12,0,7,220,"Pakhomov, Robert"
2021,Fall,2021-fa,CS,440,Artificial Intelligence,LEC,11,48,44,33,7,23,0,11,4,6,0,8,0,4,199,"Pakhomov, Robert"
2022,Spring,2022-sp,CS,440,Artificial Intelligence,LCD,4,36,42,29,44,18,6,6,2,11,0,4,0,9,211,"Pakhomov, Robert"
2020,Fall,2020-fa,CS,441,Applied Machine Learning,LCD,41,155,33,9,0,2,0,0,7,0,0,0,0,6,253,"Rowan-Achebe, A"
2020,Spring,2020-sp,CS,441,Applied Machine Learning,ONL,9,106,61,18,2,0,8,1,0,0,0,11,5,2,223,"Pakhomov, Robert"
2021,Fall,2021-fa,CS,441,Applied Machine Learning,DIS,5,16,4,0,0,0,2,0,0,0,0,0,0,0,27,"Rowan-Achebe, A"
2021,Fall,2021-fa,CS,441,Applied Machine Learning,LEC,30,177,108,21,12,0,3,0,0,0,7,14,28,10,410,"Pakhomov, Robert"
2021,Fall,2021-fa,CS,441,Applied Machine Learning,LEC,49,125,35,16,10,0,0,0,9,14,0,0,8,4,270,"Rowan-Achebe, Amara"
2021,Spring,2021-sp,CS,441,Applied Machine Learning,DIS,3,1,1,3,0,0,0,0,0,0,0,0,1,0,9,"Rowan-Achebe, A"
2021,Spring,2021-sp,CS,441,Applied Machine Learning,LEC,48,150,38,9,3,12,25,15,13,0,1,9,0,10,333,"Rowan-Achebe, Amara"
2022,Fall,2022-fa,CS,441,Applied Machine Learning,DIS,7,27,30,2,0,1,0,4,0,0,2,0,0,1,74,"Pakhomov, R"
2022,Fall,2022-fa,CS,441,Applied Machine Learning,DIS,11,38,13,2,4,0,0,0,0,2,2,0,3,3,78,"Yamaguchi, N"
2022,Fall,2022-fa,CS,441,Applied Machine Learning,LEC,23,113,74,26,3,6,0,0,0,3,2,7,4,6,267,"Pakhomov, Robert"
2022,Fall,2022-fa,CS,441,Applied Machine Learning,LEC,23,135,51,27,25,5,0,18,6,0,5,0,0,12,307,"Rowan-Achebe, Amara"
2022,Spring,2022-sp,CS,441,Applied Machine Learning,LEC,40,122,47,0,2,12,0,5,0,0,1,3,10,4,246,"Rowan-Achebe, Amara"
2023,Fall,2023-fa,CS,441,Applied Machine Learning,LEC,18,101,32,9,5,0,1,0,0,1,0,0,3,4,174,"Rowan-Achebe, Amara"
2022,Spring,2022-sp,CS,498,Cloud Computing Applications,LEC,3,29,13,4,4,0,0,1,3,2,0,3,1,1,64,"Réaumur, Edward"
2023,Fall,2023-fa,CS,498,Cloud Computing Applications,ONL,5,23,5,7,5,1,0,1,2,0,1,0,0,1,51,"Réaumur, E"
2023,Spring,2023-sp,CS,498,Cloud Computing Applications,LCD,8,28,5,3,4,2,1,0,4,0,0,2,0,0,57,"Réaumur, Edward"
2024,Spring,2024-sp,CS,498,Cloud Computing Applications,DIS,4,12,3,1,2,0,0,0,0,0,3,0,0,1,26,"Réaumur, E"
2024,Spring,2024-sp,CS,498,Cloud Computing Applications,LEC,19,34,12,5,4,1,2,5,0,3,0,0,5,5,95,"Réaumur, Edward"
2025,Fall,2025-fa,CS,498,Cloud Computing Applications,DIS,4,4,3,0,1,0,0,0,1,0,0,0,1,1,15,"Réaumur, E"
2025,Fall,2025-fa,CS,498,Cloud Computing Applications,LEC,12,32,5,12,10,1,2,2,0,0,1,0,3,1,81,"Réaumur, Edward"
2021,Spring,2021-sp,CS,598,Advanced Perform Engineering,LEC,6,14,13,3,2,0,0,0,0,0,2,0,1,2,43,"Agyeman, Alejandro"
2022,Fall,2022-fa,CS,598,Advanced Perform Engineering,DIS,3,5,6,1,0,1,0,1,1,0,0,1,0,1,20,"Agyeman, A"
2022,Fall,2022-fa,CS,598,Advanced Perform Engineering,LEC,8,14,8,3,0,0,1,0,1,0,0,0,0,0,35,"Agyeman, Alejandro"
2022,Spring,2022-sp,CS,598,Advanced Perform Engineering,LEC,6,19,9,2,3,1,0,0,0,0,0,0,1,0,41,"Agyeman, Alejandro"
2023,Spring,2023-sp,CS,598,Advanced Perform Engineering,ONL,10,17,15,2,1,3,0,0,0,0,0,0,0,2,50,"Agyeman, Alejandro"
2024,Spring,2024-sp,CS,598,Advanced Perform Engineering,LCD,6,9,7,0,2,0,0,0,0,2,1,0,1,1,29,"Agyeman, Alejandro"
2020,Fall,2020-fa,ECE,110,Introduction to Electronics,LEC,22,34,10,1,19,7,14,4,0,2,0,1,2,5,121,"Chaudhry, Magnus"
2020,Spring,2020-sp,ECE,110,Introduction to Electronics,LEC,7,23,20,13,9,9,1,15,0,2,2,1,9,4,115,"Sørensen, Halvard"
2021,Fall,2021-fa,ECE,110,Introduction to Electronics,LEC,31,46,9,23,15,1,4,4,2,10,0,0,0,1,146,"Chaudhry, Magnus"
2021,Fall,2021-fa,ECE,110,Introduction to Electronics,LEC,25,25,6,23,15,2,8,8,4,0,2,0,5,2,125,"Sørensen, H"
2021,Spring,2021-sp,ECE,110,Introduction to Electronics,LEC,20,17,10,2,13,8,5,8,1,3,0,0,3,2,92,"Sørensen, Halvard"
2022,Fall,2022-fa,ECE,110,Introduction to Electronics,DIS,5,6,6,3,3,3,0,2,1,0,1,0,0,1,31,"Sørensen, H"
2022,Fall,2022-fa,ECE,110,Introduction to Electronics,LEC,17,51,23,26,12,7,12,5,0,2,2,4,5,9,175,"Sørensen, H"
2022,Spring,2022-sp,ECE,110,Introduction to Electronics,LEC,32,30,37,15,24,9,8,3,0,0,5,0,0,5,168,"Chaudhry, Magnus"
2023,Fall,2023-fa,ECE,110,Introduction to Electronics,LEC,23,27,19,16,9,7,8,1,0,7,0,0,6,5,128,"Chaudhry, Magnus"
2023,Spring,2023-sp,ECE,110,Introduction to Electronics,DIS,7,8,3,3,1,4,0,1,0,1,0,0,1,2,31,"Kirchner, R"
2023,Spring,2023-sp,ECE,110,Introduction to Electronics,LEC,9,24,17,9,19,8,6,6,5,0,0,1,0,3,107,"Kirchner, R"
2024,Fall,2024-fa,ECE,110,Introduction to Electronics,LEC,19,50,14,12,7,4,5,8,4,1,0,3,5,2,134,"Kirchner, Rúnar"
2024,Spring,2024-sp,ECE,110,Introduction to Electronics,LEC,25,33,28,15,14,6,14,0,9,0,1,5,0,6,156,"Kirchner, Rúnar"
2025,Fall,2025-fa,ECE,110,Introduction to Electronics,LCD,11,20,9,1,4,6,2,1,0,2,1,1,0,0,58,"Kirchner, Rúnar"
2025,Fall,2025-fa,ECE,110,Introduction to Electronics,LEC,16,17,6,11,4,7,2,11,2,1,0,0,5,3,85,
2025,Fall,2025-fa,ECE,110,Introduction to Electronics,LEC,26,43,11,6,17,23,6,0,5,0,9,0,9,6,161,"Staff"
2021,Fall,2021-fa,ECE,120,Introduction to Computing,ONL,10,23,7,10,3,7,5,7,1,1,4,0,0,1,79,"Zuniga, Mihail"
2022,Spring,2022-sp,ECE,120,Introduction to Computing,DIS,1,2,3,3,4,1,0,0,0,0,0,1,0,1,16,"Zuniga, M"
2022,Spring,2022-sp,ECE,120,Introduction to Computing,LEC,11,16,5,4,3,2,1,3,0,1,0,0,3,2,51,"Zuniga, Mihail"
2023,Spring,2023-sp,ECE,120,Introduction to Computing,ONL,15,26,30,17,6,6,5,3,4,0,0,0,0,1,113,"Zuniga, Mihail"
2024,Fall,2024-fa,ECE,120,Introduction to Computing,DIS,3,3,2,2,2,1,2,0,1,2,0,0,0,0,18,"Zuniga, M"
2024,Fall,2024-fa,ECE,120,Introduction to Computing,LEC,17,24,19,6,8,1,6,1,1,0,3,7,7,6,106,"Zuniga, Mihail"
2025,Fall,2025-fa,ECE,120,Introduction to Computing,LEC,13,23,21,16,13,8,2,8,0,0,4,2,0,5,115,"Zuniga, Mihail"
2025,Spring,2025-sp,ECE,120,Introduction to Computing,ONL,9,8,8,5,13,9,1,2,2,3,6,3,0,1,70,"Zuniga, Mihail"
2020,Fall,2020-fa,ECE,205,Electrical & Electronic Ckts,LCD,4,8,8,8,5,0,2,5,1,0,1,4,0,3,49,"Ravindran, Kirabo"
2021,Fall,2021-fa,ECE,205,Electrical & Electronic Ckts,LCD,46,21,24,11,18,8,19,0,0,4,5,5,0,2,163,"Ngata, Elizabeth"
2021,Fall,2021-fa,ECE,205,Electrical & Electronic Ckts,LEC,26,42,13,6,17,6,9,13,10,3,6,12,0,3,166,"Ravindran, Kirabo"
2021,Spring,2021-sp,ECE,205,Electrical & Electronic Ckts,LCD,25,28,18,22,15,6,1,9,10,8,8,0,0,6,156,"Ravindran, Kirabo"
2021,Spring,2021-sp,ECE,205,Electrical & Electronic Ckts,LEC,37,13,16,8,8,10,3,9,3,0,0,4,0,0,111,"Ngata, Elizabeth"
2022,Fall,2022-fa,ECE,205,Electrical & Electronic Ckts,LEC,31,26,18,14,9,9,10,11,0,0,0,0,0,2,130,"Ngata, Liz"
2022,Spring,2022-sp,ECE,205,Electrical & Electronic Ckts,LEC,18,12,19,15,17,13,4,1,1,2,3,3,2,1,111,"Ravindran, Kirabo"
2023,Fall,2023-fa,ECE,205,Electrical & Electronic Ckts,LCD,65,17,23,24,9,12,3,2,0,5,8,0,10,7,185,"Ngata, Elizabeth"
2023,Fall,2023-fa,ECE,205,Electrical & Electronic Ckts,LEC,16,13,27,14,12,13,10,6,5,2,4,2,2,0,126,"Ravindran, Kirabo"
2023,Spring,2023-sp,ECE,205,Electrical & Electronic Ckts,DIS,18,4,4,6,6,0,0,4,2,1,0,0,0,1,46,"Ngata, E"
2023,Spring,2023-sp,ECE,205,Electrical & Electronic Ckts,LEC,47,24,23,11,0,3,12,1,16,11,9,0,5,1,163,"Ngata, Elizabeth"
2024,Fall,2024-fa,ECE,205,Electrical & Electronic Ckts,LEC,14,27,14,18,18,19,5,12,1,2,0,2,0,4,136,"Ravindran, Kirabo"
2024,Spring,2024-sp,ECE,205,Electrical & Electronic Ckts,LCD,57,26,11,33,14,7,5,7,5,14,0,0,0,5,184,"Ngata, Elizabeth"
2021,Fall,2021-fa,ECE,206,Electrical & Electronics Lab,LEC,0,4,7,1,3,0,1,0,2,0,0,0,0,2,20,"Calloway, Emeka"
2021,Fall,2021-fa,ECE,206,Electrical & Electronics Lab,LEC,0,4,4,2,1,0,0,0,1,1,1,0,0,0,14,"Fennimore, Priya"
2021,Spring,2021-sp,ECE,206,Electrical & Electronics Lab,DIS,1,2,1,3,0,0,1,0,0,0,0,0,0,0,8,"Fennimore, P"
2021,Spring,2021-sp,ECE,206,Electrical & Electronics Lab,LEC,3,9,11,1,3,1,0,0,2,0,1,0,0,0,31,"Fennimore, Priya"
2022,Fall,2022-fa,ECE,206,Electrical & Electronics Lab,LEC,0,2,12,1,2,0,0,1,0,0,0,1,0,0,19,"Calloway, Emeka"
2022,Spring,2022-sp,ECE,206,Electrical & Electronics Lab,LEC,2,5,12,1,1,1,0,0,0,2,0,0,1,0,25,"Calloway, Emeka"
2022,Spring,2022-sp,ECE,206,Electrical & Electronics Lab,LEC,2,11,7,3,1,1,2,0,0,0,0,0,2,0,29,"Fennimore, Priya"
2023,Fall,2023-fa,ECE,206,Electrical & Electronics Lab,LEC,1,6,14,1,3,0,1,0,0,0,0,0,1,2,29,"Calloway, E"
2023,Fall,2023-fa,ECE,206,Electrical & Electronics Lab,LEC,1,16,8,3,0,2,0,3,0,1,1,0,1,1,37,"Fennimore, Priya"
2023,Spring,2023-sp,ECE,206,Electrical & Electronics Lab,DIS,0,4,2,2,0,0,0,0,0,0,0,0,0,0,8,"Balogun, K"
2023,Spring,2023-sp,ECE,206,Electrical & Electronics Lab,DIS,0,5,0,0,0,1,1,0,1,0,0,0,0,1,9,"Fennimore, P"
2023,Spring,2023-sp,ECE,206,Electrical & Electronics Lab,LEC,2,15,12,5,2,0,2,0,0,1,0,1,0,0,40,"Calloway, Emeka"
2023,Spring,2023-sp,ECE,206,Electrical & Electronics Lab,LEC,3,7,6,1,1,3,0,3,0,0,1,2,0,2,29,"Fennimore, Priya"
2024,Fall,2024-fa,ECE,206,Electrical & Electronics Lab,DIS,0,2,4,0,1,1,0,0,0,0,0,0,0,1,9,"Calloway, E"
2024,Fall,2024-fa,ECE,206,Electrical & Electronics Lab,LEC,0,12,18,1,3,1,1,0,0,1,0,0,0,1,38,"Calloway, Emeka"
2025,Fall,2025-fa,ECE,206,Electrical & Electronics Lab,LEC,0,4,6,1,3,0,0,0,0,0,2,0,0,0,16,"Calloway, Emeka"
2025,Spring,2025-sp,ECE,206,Electrical & Electronics Lab,LEC,1,4,6,3,0,5,4,0,0,0,0,0,0,1,24,"Calloway, Emeka"
2020,Fall,2020-fa,ECE,210,Analog Signal Processing,LEC,4,12,4,7,7,7,2,5,5,0,3,0,0,1,57,"D'Amato, Samuel"
2021,Spring,2021-sp,ECE,210,Analog Signal Processing,LCD,2,4,2,4,16,4,11,19,6,2,2,0,0,2,74,"D'Amato, Samuel"
2022,Fall,2022-fa,ECE,210,Analog Signal Processing,LEC,5,0,2,11,5,5,1,5,1,0,0,3,1,2,41,"D'Amato, Samuel"
2022,Spring,2022-sp,ECE,210,Analog Signal Processing,LCD,8,13,3,10,13,16,8,9,5,1,5,1,1,6,99,"D'Amato, Samuel"
2023,Fall,2023-fa,ECE,210,Analog Signal Processing,LCD,3,12,9,6,12,9,9,5,4,3,1,1,4,0,78,"D'Amato, S"
2024,Fall,2024-fa,ECE,210,Analog Signal Processing,LCD,5,7,9,3,9,8,7,3,8,4,0,1,0,2,66,"D'Amato, Samuel"
2025,Spring,2025-sp,ECE,210,Analog Signal Processing,LEC,2,2,9,6,18,5,4,6,5,6,2,1,0,1,67,"D'Amato, Samuel"
2020,Fall,2020-fa,ECE,220,Computer Systems & Programming,DIS,1,1,4,2,3,0,0,3,2,1,0,0,0,0,17,"Valdivia, M"
2020,Fall,2020-fa,ECE,220,Computer Systems & Programming,LEC,7,6,12,10,5,7,4,0,2,0,1,0,4,0,58,"Valdivia, Matthew"
2021,Spring,2021-sp,ECE,220,Computer Systems & Programming,LEC,7,9,6,8,5,2,3,11,0,0,3,0,0,2,56,"Valdivia, M"
2022,Fall,2022-fa,ECE,220,Computer Systems & Programming,LCD,9,6,7,6,2,6,2,1,0,0,0,5,5,0,49,"Valdivia, Matthew"
2023,Fall,2023-fa,ECE,220,Computer Systems & Programming,LEC,8,14,6,12,12,6,8,7,4,0,3,1,1,4,86,"Valdivia, Matthew"
2023,Spring,2023-sp,ECE,220,Computer Systems & Programming,LCD,6,12,13,7,8,8,5,4,6,2,12,1,5,3,92,"Valdivia, Matthew"
